id,año,presidente,protagonista_etiqueta,protagonista_descripcion,protagonista_citas,antagonista_etiqueta,antagonista_descripcion,antagonista_citas,sueno_etiqueta,sueno_descripcion,sueno_citas,epica_marco,epica_descripcion,epica_citas,metafora_central
discurso_2000,2000,lagos,Chile lanzándose al nuevo siglo desde la crisis superada,"El sujeto central no es el presidente ni un grupo social específico, sino Chile como nación en tránsito: un país que emerge de la crisis económica y del trauma político para protagonizar su propio salto al desarrollo global. Lagos habla en nombre de ese Chile colectivo que él convoca e interpela permanentemente.","Quiero invitar a todos mis compatriotas a ser protagonistas de esta época de esta nueva época, a recuperar los grandes sueños que imaginaron para Chile los Padres de la Patria. || El país se levanta después de una dura crisis. Nuestros miedos comienzan a quedar en el pasado. || El 2010, Chile será un país grande de gente libre como lo soñaron los Padres de la Patria.","la división del pasado, el conservadurismo y el rezago tecnológico","El discurso construye un antagonista plural: la confrontación fratricida del siglo XX que quebró la comunidad nacional, el conservadurismo que resiste el cambio, y la brecha digital que amenaza con crear nuevos excluidos. Estos tres obstáculos se fusionan en una sola imagen de Chile que puede quedarse atrás.","La desunión llevó a grados extremos el antagonismo y la desconfianza entre los chilenos. Se produjo entonces la mayor tragedia política del siglo 20. || Hay que derrotar ese conservadurismo que tantas veces anida entre nosotros, haciéndonos resistir o desconfiar de lo nuevo. || Si ahora Chile no emprende, ahora y no mañana, una nueva ola de reformas que lo pongan a la altura de los cambios que mueven al mundo actual, corre el riesgo, como sociedad, de quedarse atrás.","Chile desarrollado, integrado y libre en el Bicentenario de 2010","La visión aspiracional se ancla en una fecha precisa: el Bicentenario de 2010. Lagos promete un Chile que habrá cerrado sus heridas históricas, eliminado la pobreza extrema, incorporado a todos sus ciudadanos a la revolución tecnológica y alcanzado el desarrollo pleno. Es un sueño de integración total: social, territorial, cultural y digital.",LLEVAR A CHILE AL MÁXIMO DE SUS POSIBILIDADES PARA TENER EN EL 2010 UN PAÍS PLENAMENTE DESARROLLADO E INTEGRADO. || Sueño con una educación igualmente buena en una escuela municipal muy modesta allá en el sur o en el mejor colegio privado del barrio alto de Santiago. || No es posible que vivamos algunos en la vanguardia del siglo 21 mientras otros compatriotas apenas tienen para comer. Tenemos que sacarnos esa enorme deuda de encima.,modernización,El momento histórico se enmarca como un umbral civilizatorio comparable al invento de la imprenta: Chile no solo reforma su institucionalidad sino que debe subirse a una revolución tecnológica y económica planetaria. El gobierno de Lagos se presenta como el agente que conduce esa modernización acelerada antes de que la ventana histórica se cierre.,Es que esta nueva época es sólo equivalente en la historia de la humanidad a los 100 ó 200 años posteriores a cuando Gutenberg descubre la imprenta y permite el avance de los libros para todos. || EL NUESTRO SERÁ EL GOBIERNO DE LAS REFORMAS para llevar a Chile a ser un país desarrollado el 2010. || Estamos en el umbral de una época distinta y diferente ¡cómo nos vamos a beneficiar de estas nuevas tecnologías.,el amanecer de un nuevo siglo que Chile no debe perder
discurso_2001,2001,lagos,Chile unido enfrentando adversidad global con esfuerzo compartido,"El sujeto central no es el gobierno ni un sector social particular, sino Chile como comunidad nacional convocada a la acción colectiva frente a dificultades económicas externas. El presidente se presenta como portavoz y conductor de ese esfuerzo común.","Mirados desde el mundo, mirados desde la historia, somos chilenos, simplemente chilenos. No somos ni unos ni otros, somos inevitablemente una misma familia enfrentada a los desafíos de un mundo global. || Invito a mis compatriotas, más allá de cualquier diferencia política, a dejar solos a los profetas del pesimismo. Los invito a pensar en positivo y a tener una mirada equilibrada. || No es una utopía; es una meta posible, que depende de nosotros, de nuestro esfuerzo y capacidad de cooperación.","el pesimismo, la desocupación y la crisis económica global","El principal adversario es doble: externo, encarnado en la turbulencia económica mundial que frustró el crecimiento y el empleo; e interno, representado por quienes siembran desconfianza y aprovechan las dificultades para el rédito político.","Nunca faltan quienes tratan de aprovecharse de esta situación para sembrar el negativismo y obtener fugaces ventajas políticas. || Pero no vencerán los que quieren sumirnos en la depresión y el desánimo. || El mundo vive un cambio estructural de enormes proporciones que frustró las proyecciones de crecimiento en todos los continentes. Con esto, el empleo no creció como esperábamos.","Chile desarrollado, justo y maduro para el Bicentenario de 2010","La visión aspiracional se ancla en una fecha precisa: el Bicentenario de 2010. Se promete un país que ha cumplido el sueño republicano fundacional, con acceso universal a oportunidades, integrado al mundo globalizado y reconciliado con su historia.","El año 2010, para el bicentenario de nuestra Independencia, tendremos un país desarrollado, socialmente justo y culturalmente maduro. || El Chile que soñaron los grandes fundadores de la nación -esa república democrática, libre, unida, laboriosa, desarrollada, culta- está en camino de cumplirse. || Allí estaba la semilla de lo que queremos forjar como nación. La 'entrada a las luces' para cada uno de sus hijos, independiente de su calidad, fortuna, sexo o edad.",modernización,El discurso enmarca el momento histórico como una carrera de modernización en un mundo que se transforma aceleradamente. Chile debe insertarse con decisión en el nuevo orden global o quedar excluido; el gobierno presenta sus reformas como los instrumentos de esa puesta al día.,"Estamos construyendo el Chile global. Nadie puede quedarse fuera. || Todo lo que hemos delineado forma parte de la estrategia nacional para competir en el mundo. || Esta es una tendencia global que afecta a todos los rincones del mundo, y a la cual Chile debe incorporarse con decisión para no quedar excluido del nuevo mundo digital.",Chile en camino hacia la luz del Bicentenario
discurso_2002,2002,lagos,"Chile productivo, confiable y humano integrándose al mundo","El sujeto central no es el gobierno ni un grupo social, sino Chile como nación-proyecto que demuestra madurez ante la comunidad internacional. Lagos se presenta como conductor de un país que ya es reconocido globalmente y que ahora debe extender ese éxito a los más postergados.","Chile entra con dignidad con la puerta ancha al mundo del desarrollo. || en el mundo nos ven como un país más productivo, más confiable, más humano. || los logros no son los logros de un gobierno, son los logros de todo los chilenos que se hacen paso a paso, día a día por el esfuerzo de los 15 millones","la miseria interna y el Chile menos productivo, menos humano del pasado","El antagonista es doble: hacia afuera, el Chile cuestionado internacionalmente de épocas anteriores (alusión implícita al régimen militar); hacia adentro, la indigencia y la pobreza dura que el crecimiento solo no puede resolver.","Chile fue en otras épocas menos productivo, menos confiable, menos humano. No era entonces el socio que buscaban otras naciones, sino por el contrario, Chile era profundamente cuestionado por la comunidad internacional. || 850.000 chilenos y chilenas no pueden siquiera comer día a día lo que un ser humano necesita para! || Hay que protegerlo de las tentaciones populistas, de las presiones particulares que afectan el bien común, del pesimismo que nos quiere hacer perder el horizonte.","Chile libre de miseria, integrado al mundo con dignidad y justicia social para el Bicentenario","La visión aspiracional es un Chile desarrollado, socialmente justo y culturalmente maduro para el Bicentenario, donde nadie quede excluido del progreso. Lagos proyecta un país que exporta excelencia al mundo mientras erradica la indigencia en casa, cerrando la brecha entre el Chile exitoso y el Chile postergado.","Hoy 21 de mayo del 2002, podemos y debemos fijarnos un gran objetivo: ¡Chile libre de miseria. Nadie sometido a la indignidad, a la humillación de tener que recurrir a la caridad ajena para poder sobrevivir! || leguemos a las futuras generaciones un Chile más próspero, más justo, más humano, donde todos sientan que viven en un país donde tiene un espacio de dignidad para ellos. || tener un país desarrollado, socialmente justo y culturalmente maduro para el Bicentenario de la Independencia, que se conquista cada día.",modernización,"El momento se enmarca como la culminación de un largo proceso de modernización iniciado en la transición democrática, que ahora da un salto cualitativo al integrar a Chile al primer mundo. No es refundación ni ruptura, sino la maduración de un proyecto que acumula logros verificables y los proyecta hacia el Bicentenario.","los logros históricos que hemos conseguido, hace a apenas unos días, al entrar al mundo en desarrollo con la frente en alto, no son fruto de un momento, no son frutos de unos meses, no son frutos de un año, son el resultado de un largo camino recorrido por todos los chilenos a través de su historia. || La política imita a la naturaleza, que camina y llega a sus grandes fines con marcha lenta, pero imperturbable || Un Chile que en la Aurora del siglo XXI, fue capaz de hacer frente a los desafíos de su tiempo, de integrarse al mundo con éxito y de extender ese éxito a todos sus hijos",Chile abriendo puertas al mundo con dignidad
discurso_2003,2003,lagos,Chile emprendedor que progresa pese a la crisis y la corrupción,"El sujeto central no es el gobierno ni el presidente, sino un Chile colectivo que avanza materialmente —en vivienda, educación, infraestructura— mientras enfrenta escándalos y turbulencias. Lagos se presenta como conductor de ese Chile, pero el protagonismo narrativo recae en el país como comunidad en marcha hacia el desarrollo.","Hay un Chile profundo que progresa y se moderniza, que protege a sus hijos más vulnerables, que se gana el respeto entre las naciones del mundo. || Ese Chile nada ni nadie lo puede negar. || Hemos trabajado tanto y tan duro, en condiciones difíciles, ahora que vemos la luz al final del túnel, ahora es cuando la patria nos convoca a todos.","La corrupción, el negativismo y la cultura del dinero fácil","El antagonista es doble: por un lado, quienes aprovechan el dinero y el poder para enriquecerse ilícitamente o contaminar la política; por otro, quienes predican el pesimismo y distorsionan la imagen del país, impidiendo reconocer sus avances.","Hay quienes quieren instalar en Chile una cultura en la que todo está permitido para hacer dinero fácil y rápido. Hay quienes piensan que cualquier medio es legítimo para lograr sus fines. || Chile no merece caer prisionero de gente corrupta. De gente que haga uso de su poder para lograr un enriquecimiento ilícito. || Desgraciadamente, hay quienes se empecinan, día y noche, en predicar el negativismo. Nos muestran un país oscuro, pesimista; un país que no se condice con los esfuerzos que cada uno de nosotros... está realizando para salir adelante.","Chile desarrollado, humano y digno en su Bicentenario","La visión aspiracional es un Chile que llega al umbral del desarrollo en 2010 sin dejar a nadie atrás: con extrema pobreza erradicada, educación de doce años, salud garantizada, infraestructura moderna y reconocimiento internacional. El Bicentenario opera como horizonte temporal que da sentido épico a las reformas en curso.","Ése es el Chile que queremos expandir, una nación que camina con paso seguro hacia el desarrollo, con la mirada puesta en su Bicentenario. || Chile será más humano cuando podamos decir que no hay compatriotas nuestros que tengan que vivir en condiciones de miseria. || Chile tiene que ser no sólo nuestro país, tiene que ser nuestro orgullo. Y para que sea nuestro orgullo no hay que pensar en quién hace la tarea, sino que pongámonos cada uno a hacer la tarea que nos corresponde.",oportunidad,"Lagos enmarca la crisis de corrupción y los escándalos no como catástrofe sino como oportunidad para modernizar el Estado y depurar la política. El momento histórico —a treinta años del quiebre democrático y a siete del Bicentenario— se presenta como coyuntura que, si se aprovecha con unidad, acelerará el salto al desarrollo.","Cuando seis meses atrás un distinguido dirigente empresarial le planteó el tema al Presidente de la República, estoy cierto que él no pensó que en tan corto plazo la crisis, los chilenos y este Parlamento, la iban a convertir en oportunidad para legislar con la rapidez que se hizo. || Cada vez que Chile se ha visto enfrentado a pruebas difíciles, su gente ha sabido siempre ponerse a la altura. Esta es una de esas ocasiones. || Las reformas en marcha no tienen precedentes en nuestra historia reciente. Con ellas estamos dejando atrás problemas del pasado.",la luz al final del túnel que justifica mantener el rumbo
discurso_2004,2004,lagos,Chile emprendedor que supera la adversidad económica mundial,"El sujeto central es un Chile colectivo y activo —encarnado en sus trabajadores, agricultores, microempresarios y ciudadanos— que ha resistido la crisis económica global y emerge fortalecido hacia el desarrollo. El Presidente habla en primera persona plural, diluyendo su figura en la acción del pueblo.","Son las chilenas y los chilenos los protagonistas de este país que funciona, ¡y que funciona bien! || Todo esto lo conseguimos gracias a que trabajamos tenazmente, con responsabilidad; gracias a que el Congreso ha sabido estar a la altura; pero por sobre todas las cosas, yo diría, llegamos gracias a la madurez y sabiduría del pueblo de Chile. || No sólo resistimos a pie firme la tempestad, sino que en medio de ella fuimos también capaces de crecer.",La crisis económica global y las inequidades heredadas,"El adversario no es un actor político interno sino la turbulencia económica mundial, la pobreza extrema y las instituciones democráticas incompletas que frenan el pleno desarrollo. El discurso también tensiona contra el populismo y la demagogia como tentaciones peligrosas.","Los tiempos difíciles, producto de la crisis económica mundial, parecen estar llegando a su fin. || No fuimos populistas ayer, tampoco lo seremos ahora. No vamos a aumentar de una manera irresponsable el gasto público. || Chile, desde hace décadas, tiene una distribución entre las más desiguales del continente. Ciertamente, ello no nos gusta a ninguno de nosotros los que estamos en esta sala.","Chile desarrollado, cohesionado y sin indigencia para el Bicentenario","La visión aspiracional es un Chile que alcanza el umbral del desarrollo en 2010, articulando crecimiento económico con justicia social: una sociedad sin nadie bajo una línea de civilización, integrada al mundo, tecnológicamente avanzada y democráticamente plena. La fecha del Bicentenario opera como horizonte épico concreto.","He señalado desde el primer día de mi Gobierno, que no persigo sueños irreales sino una utopía posible: que Chile alcance el umbral del desarrollo para su bicentenario. || Si tuviéramos que señalar de manera gráfica cuál es la prueba definitiva del desarrollo que queremos, no tendría dudas en decir que se trata de una sociedad más igualitaria, más cohesionada, más democrática, más proba, más tolerante y más libre. Una sociedad donde exista una línea de civilización bajo la cual no viva ningún chileno ni chilena. || Nunca estuvimos tan cerca de derrotar la indigencia, de reducir sustancialmente la pobreza. No podemos fallar en el cumplimiento de esta meta.",modernización,El momento se enmarca como una fase de consolidación y aceleración modernizadora: Chile ha superado la prueba de la crisis y ahora debe capitalizar su posición para dar el gran salto al desarrollo. El Bicentenario funciona como fecha límite que transforma la gestión ordinaria en tarea histórica generacional.,"Estamos sólo a seis años del Bicentenario del 2010. ¡Qué camino enorme hemos recorrido! || Chile ha conquistado la más expectable posición económica de su historia. Nuestra tarea es asegurar que ese impulso no se frustre. || Si mantenemos firme las orientaciones que traemos, estoy seguro que daremos el gran salto al desarrollo.",el timón firme navegando hacia el umbral del desarrollo
discurso_2005,2005,lagos,Chile maduro que entra al siglo XXI transformado,"El sujeto central no es el gobierno ni el presidente, sino un Chile colectivo que ha completado una metamorfosis histórica. La nación entera —sus quince millones de habitantes— aparece como agente consciente de su propio progreso.","Somos hoy, los quince millones de chilenos y chilenas, protagonistas de un cambio de época. || un pueblo más sabio, un pueblo más maduro, un pueblo que aprendió a creer en sí mismo. || Chile ya es hoy, por fin, de nuevo, país de libres. Nunca más país de opresión.","el desarrollo frustrado, la desigualdad y el pasado autoritario","El relato combate en dos frentes simultáneos: el subdesarrollo económico-social que postergó a los más pobres, y el legado autoritario que truncó libertades. Ambos encarnan el Chile que se intenta dejar atrás.","Chile, en este siglo XXI, ya no es ni será un caso de desarrollo frustrado, como lo señalara Aníbal Pinto. || La diferencia de ingresos entre el 20 por ciento más rico y el 20 por ciento más pobre es del orden de catorce veces. || Hay quienes han repetido durante años que el crecimiento de la economía produce automáticamente la justicia social. ¡Cuánto se equivocan en estar esperando todos el así denominado chorreo!","Chile desarrollado, igualitario y libre hacia el Bicentenario","La visión aspiracional es un país donde el crecimiento y la justicia social avanzan simultáneamente, donde las libertades son plenas, la memoria está saldada y todos los ciudadanos —independientemente de su cuna— acceden a los mismos bienes públicos. El Bicentenario funciona como horizonte simbólico de llegada.","debemos proponernos como país, como Chile que se quiere a sí mismo, que hacia el Bicentenario todos nuestros compatriotas de la tercera edad puedan tener una pensión digna. || Así estaremos construyendo un Chile donde haya, de verdad, igualdad de oportunidades para todos los chilenos y chilenas en el ámbito educacional. || Estamos construyendo un modelo de desarrollo basado en la democracia, en la libertad, en la inclusión progresiva de todos a los beneficios del crecimiento y en el respeto irrestricto a los derechos humanos.",modernización,"El discurso se enmarca como la consumación de un proceso modernizador integral —económico, social, político y cultural— que cierra el ciclo de la transición y sitúa a Chile en paridad con el mundo desarrollado. No es refundación ni ruptura, sino la culminación de una trayectoria acumulativa de quince años de gobiernos democráticos.",Todo este enorme esfuerzo modernizador es sinónimo de progreso. Por todo Chile están plasmados y se ven quince años de modernización acelerada. || Esa mirada tiene un hilo sólido de continuidad con lo efectuado por los gobiernos democráticos que precedieron mi mandato. || Las reformas que ponen a nuestra Constitución a la altura de las exigencias democráticas básicas ya fueron aprobadas por el Senado y prácticamente por la Cámara de Diputados.,"árbol que retoña rama por rama, hoja por hoja"
discurso_2006,2006,bachelet,los excluidos que el desarrollo chileno dejó atrás,"El relato sitúa en el centro a quienes han sido marginados del desarrollo: mujeres, pobres, jóvenes sin oportunidades, pueblos originarios. La presidenta habla como representante encarnada de esa exclusión superada.","Estoy aquí como mujer, representando la derrota a la exclusión de que fuimos objeto tanto tiempo. || Hoy es la hora de incluir en nuestro desarrollo a aquellos ciudadanos y ciudadanas que sufren otro tipo de exclusiones. A eso nos dedicaremos. || No quiero un Chile de compartimentos estancos, sin movilidad social. Quiero un país que premie el esfuerzo y el mérito.",la exclusión estructural que divide y empobrece Chile,"El adversario no es una fuerza política sino una condición social acumulada: barreras de género, segregación territorial, pobreza y desigualdad de oportunidades que el propio desarrollo ha producido o ignorado.","Chile será un país más desarrollado, justo y democrático cuando dejen de existir las poderosas barreras para la integración de las mujeres al trabajo, la cultura, la economía y la vida pública. || El Informe de Competitividad del Foro Económico Mundial sitúa muy bien a Chile en varias categorías. Pero en las tres categorías que evalúa el mercado laboral femenino, Chile aparece en el puesto 96 entre 104 naciones. || Se han mantenido barreras de siglos en nuestras instituciones, costumbres y mentes.","un Chile inclusivo, moderno y acogedor para todos al Bicentenario","La visión aspiracional se ancla en el año 2010 como horizonte concreto: un país que garantiza derechos a todos sus ciudadanos, premia el mérito sin importar el origen, y donde el Estado sirve a las personas en vez de ignorarlas. El niño Rodrigo de Conchalí encarna ese Chile prometido.","Un Chile de todos, más moderno y acogedor, más integrado y más integrador, más justo, más humano. || Tenemos el mandato histórico para hacerlo. Tenemos el compromiso de llegar al 2010 con un país más moderno, integrado y desarrollado. || No es la gente la que debe estar al servicio del Estado. Es el Estado el que debe estar al servicio de la gente.",modernización,"El momento se enmarca como una oportunidad histórica irrepetible: el auge económico, el primer gobierno paritario y las reformas pendientes confluyen para completar una modernización que la transición inició pero no terminó. La llegada de una mujer presidenta es la señal de que un nuevo tiempo ha comenzado.","Es señal de un nuevo tiempo que se asoma en Chile, estimados conciudadanos del Senado y de la Cámara. || Cosechamos hoy una larga siembra. || Cuando cumplamos 200 años como nación independiente, el año 2010, estas cuatro transformaciones habrán sentado las bases de la sociedad moderna e inclusiva que queremos seguir construyendo.",un Chile que cosecha lo sembrado y abre puertas cerradas
discurso_2007,2007,bachelet,ciudadanos que merecen derechos sociales garantizados por el Estado,"El centro narrativo lo ocupan los chilenos y chilenas comunes, especialmente los más vulnerables, concebidos como sujetos de derechos que el Estado debe garantizar activamente. La presidenta habla en nombre de ellos y para ellos.","Estamos viviendo un gran cambio social. Los chilenos hoy quieren tener, y merecen tener, más oportunidades. || Al establecer derechos sociales para las personas, y sobre todo, no sólo establecerlos, sino lo más importante, garantizarlos efectivamente, lo que estamos haciendo es una definición del tipo de país en que queremos vivir. || No quiero que miles de chilenas y chilenos tengan que seguir levantándose tan temprano para poder llegar a sus trabajos o a sus centros de estudio.",las falencias del Estado y la irresponsabilidad privada que frenan el progreso,"El adversario no es una élite política sino la debilidad institucional del Estado y el incumplimiento de actores privados, encarnados paradigmáticamente en el fracaso del Transantiago. A esto se suma el pesimismo que distorsiona los logros del país.","exigido el Estado más allá de las tareas de rutina, mostró sus falencias. Requerida, a su vez, la empresa privada para hacerse cargo de tareas de envergadura, mostró sus limitaciones. || No dejemos que el velo del pesimismo presente un país irreal. || Hubo un masivo incumplimiento de parte de actores que debían garantizar la operación del sistema.",Chile con derechos sociales garantizados que elimina la desigualdad de cuna,"La visión aspiracional es una sociedad moderna donde cada ciudadano accede por derecho a educación de calidad, salud, pensiones dignas y vivienda, sin importar su origen. Es un Chile que compite globalmente sin abandonar a sus más vulnerables.","consolidar las bases de un sistema de protección social, será la marca histórica de mi gobierno. || con esa reforma, lo que le estaremos diciendo al mundo, es que hay un país que decidió acabar con la pobreza del adulto mayor. || Dar una mejor educación debe ser nuestra gran apuesta de futuro como país. Es el desafío de toda nación moderna, que aspira a integrarse a la sociedad globalizada del conocimiento.",modernización,"El momento se enmarca como una etapa avanzada de modernización democrática: Chile ya creció, ya avanzó desde 1990, y ahora debe dar el salto cualitativo hacia derechos garantizados y competitividad global. El discurso reconoce errores pero insiste en que el rumbo es correcto y el progreso, innegable.","Chile es hoy mucho más que en 1990. Nuestra economía ha crecido a tasas extraordinarias. || Chile fue recientemente invitado a integrarse a la Organización para la Cooperación y el Desarrollo Económico, que reúne a los países más avanzados del mundo. Somos el primer país sudamericano en integrarse a este selecto grupo. || Algunos de los retos que hemos debido enfrentar, son desafíos propios de los países que avanzan y de democracias que maduran.",enmendar el rumbo y avanzar hacia adelante
discurso_2008,2008,bachelet,Chile unido construyendo acuerdos rumbo al Bicentenario,"El sujeto central no es el gobierno ni la presidenta en solitario, sino un Chile que avanza colectivamente mediante consensos. La narrativa construye un 'nosotros' nacional que supera adversidades y se proyecta hacia los 200 años de vida republicana.","Chile ha sabido actuar unido frente a la adversidad. || Si los acuerdos han construido Chile, entonces Chile debe seguir construyendo acuerdos. || Es ése el Chile de todos, el Chile que todos queremos y, lo más importante, por el cual todos estamos dispuestos a trabajar.","La desunión, la crisis internacional y la desigualdad heredada","El relato identifica tres fuerzas que frenan el avance: la confrontación política interna, las turbulencias de la economía global y la desigualdad estructural que el solo mercado no corrige. No hay un antagonista de clase o un adversario político nombrado, sino amenazas sistémicas.","Encontramos el acuerdo como motor de los avances y la desunión como escenario de los retrocesos. || La economía mundial atraviesa uno de los períodos más críticos en muchos años. || La conclusión unánime de ese grupo tan diverso fue que es absolutamente imprescindible la acción del Estado para superar la pobreza y la desigualdad, para corregir aquellas injusticias y brindar aquellas oportunidades que el solo mercado no proveerá.","Un Chile próspero, equitativo y protegido que llega unido al Bicentenario","La visión aspiracional es un país que sintetiza crecimiento con justicia social, donde el Estado garantiza derechos desde la cuna hasta la vejez y donde el desarrollo tecnológico e innovador abre oportunidades para todos. El Bicentenario funciona como horizonte simbólico de llegada.","El 10 de marzo de 2010, en plena celebración de nuestro Bicentenario, Chile será un mejor país para todos sus ciudadanos. || No me he cansado de repetirlo: Queremos crecer para incluir e incluir para crecer. || Con la Reforma Previsional acabaremos con la indigencia y la pobreza en la tercera edad.",modernización,"El momento se enmarca como una etapa de consolidación y profundización de transformaciones ya iniciadas, no como ruptura ni refundación. La presidenta presenta un balance de mitad de gobierno que confirma el rumbo y anuncia la aceleración de reformas estructurales en educación, energía, protección social e innovación.","Definí mi gobierno como un período que sentaría las bases para una nueva etapa. || Sin complacencia puedo decir que, a mitad de gobierno, hemos avanzado más de la mitad de la tarea. || Chile está entrando en una nueva etapa en materia de derechos de las personas. Una nueva manera de entender la acción del Estado, gracias a las reformas que hemos ido implementando en los últimos años.",cimientos que sostienen el Chile del Bicentenario
discurso_2009,2009,bachelet,el pueblo chileno forjado en la adversidad y protegido por el Estado,"El sujeto central es un colectivo nacional históricamente templado por crisis y desastres, que ahora recibe la protección activa del Estado como derecho ciudadano. Las familias vulnerables, los trabajadores y la clase media ocupan el centro narrativo.","Somos gente de esfuerzo, gente que se ha formado en la adversidad. || la única noción de patria, sea esta urgencia de decir nosotros... La patria es para todos, incluye a todos y apoya a todos. || hemos puesto a la gente primero. Esta visión denota el cambio de paradigma del que hablábamos.",la crisis global y el paradigma individualista que la engendró,"El antagonista es doble: la crisis económica internacional más grave en sesenta años, y el modelo ideológico que la produjo, basado en la codicia, la especulación y el mercado sin regulación ni solidaridad.",Es la crisis de la codicia y la especulación como valores rectores del sistema. || Un enfoque que hizo del egoísmo su virtud central y de la pasividad su modelo de política pública. || La crisis desnuda la insuficiencia de un paradigma económico.,Chile bicentenario con protección social plena y desarrollo inclusivo,"La visión aspiracional es un Chile que emerge fortalecido de la crisis, sustentado en una red integral de derechos sociales garantizados desde la cuna hasta la vejez, con una economía productiva, verde e innovadora que reduce desigualdades.","ningún invierno, por crudo que sea, podrá impedir la primavera del Chile del Bicentenario. || El Chile del Bicentenario cuenta con una red integral de políticas, servicios y programas que hacen efectivos los derechos sociales que reconocemos a los ciudadanos. || trabajar para que el país salga fortalecido de este momento de adversidad, construyendo las bases de un modelo de desarrollo más dinámico, inclusivo y sustentable.",oportunidad,"El momento histórico se enmarca como una oportunidad que la adversidad abre: la crisis global confirma la validez del camino chileno y permite acelerar las transformaciones sociales ya iniciadas, saliendo más fuertes y con mejor institucionalidad.","Una vez más, la historia nos exige aquel temple que nos caracteriza como nación. || cuando amaine el vendaval económico, los países con mejores cimientos, aquellos países más productivos serán quienes van a liderar la recuperación. Y Chile será uno de esos países. || No podemos permitir que lo que estamos construyendo, aquel camino de progreso y justicia social, quede inconcluso.",el invierno de la crisis que no impedirá la primavera
discurso_2010,2010,pinera,la nación golpeada que se levanta hacia el desarrollo,"El sujeto central es un pueblo que, herido por la catástrofe del 27-F, encarna la energía y el carácter necesarios para convertir la tragedia en trampolín hacia el desarrollo. La nación no es víctima pasiva sino protagonista activa de su propia reconstrucción y transformación.","hemos visto a nuestro pueblo, literalmente, levantarse de las ruinas. || Un pueblo que, frente a la catástrofe del 27 de febrero, una vez más mostró su coraje y fortaleza. || Hoy debemos transformar esta tragedia en una oportunidad para construir, entre todos, un Chile mejor.","la pobreza, el estancamiento y la decade perdida","El discurso construye un doble antagonista: el lastre socioeconómico de doce años de 'vacas flacas' con bajo crecimiento y productividad negativa, y la pobreza estructural que perpetúa desigualdades de generación en generación. Ambos son fuerzas a vencer mediante voluntad y acción.","a partir del 98 las cosas cambiaron, y para mal. Ese año iniciamos un largo período de 12 años de vacas flacas. || nuestro sistema educacional -digámoslo con todas sus letras- no da una educación de calidad a todos los estudiantes, y en vez de corregir las desigualdades sociales, muchas veces las perpetúa, traspasándolas de generación en generación. || De mantenerse esta tendencia, la meta de alcanzar el desarrollo se postergaría hasta el 2030.","Chile desarrollado, sin pobreza, con oportunidades para todos","La visión aspiracional es un país de clase desarrollada antes de que termine la década, donde el éxito depende del mérito y el esfuerzo individual, y donde cada ciudadano accede a educación de calidad, salud digna, seguridad y trabajo. Es un Chile que transita de la desigualdad estructural a la sociedad de oportunidades.","antes que esta década concluya, Chile habrá alcanzado el desarrollo y superado la pobreza. || Sólo así transitaremos del país de las desigualdades, al Chile de las oportunidades. || Un país más libre, en que todos podamos desarrollarnos en plenitud. Un Chile en que el éxito dependa, fundamentalmente, del mérito y el esfuerzo.",reconstrucción,"El momento histórico se enmarca como una reconstrucción en doble sentido: material, sobre los escombros del terremoto, y nacional, sobre una década perdida de bajo crecimiento. El Bicentenario opera como punto de inflexión donde la adversidad se convierte en oportunidad fundacional para forjar el 'tercer siglo' del país.","Chile vive hoy tiempos históricos, dramáticos y de grandes oportunidades. || Hoy debemos aprovechar el terremoto como una oportunidad. Una oportunidad para construir el Chile del futuro; el Chile de las oportunidades. || Llegó el momento de recuperar el tiempo perdido y poner a Chile nuevamente en la senda del progreso sólido, sostenido y sustentable.",el ascenso a la cima: camino arduo hacia el desarrollo
